date,Extreme Fear,Extreme Greed,Fear,Greed,Neutral
2025-03-16,0.0,0.0,-7910.943544999999,0.0,0.0
2025-03-17,0.0,0.0,26163.906513,0.0,0.0
2025-03-18,0.0,0.0,72322.788824,0.0,0.0
2025-03-19,0.0,0.0,29374.682341,0.0,0.0
2025-03-20,0.0,0.0,0.0,0.0,10246.859436
2025-03-21,0.0,0.0,6951.270374,0.0,0.0
2025-03-22,0.0,0.0,12498.535254,0.0,0.0
2025-03-23,0.0,0.0,14047.421585,0.0,0.0
2025-03-24,0.0,0.0,0.0,0.0,107878.961301
2025-03-25,0.0,0.0,0.0,0.0,32030.90678
2025-03-26,0.0,0.0,0.0,0.0,15802.167427
2025-03-27,0.0,0.0,58825.359221,0.0,0.0
2025-03-28,0.0,0.0,21337.179335,0.0,0.0
2025-03-29,0.0,0.0,12098.872931,0.0,0.0
2025-03-30,0.0,0.0,15795.11514,0.0,0.0
2025-03-31,0.0,0.0,6978.184557,0.0,0.0
2025-04-01,0.0,0.0,-2202.6622420000003,0.0,0.0
2025-04-02,0.0,0.0,202212.740938,0.0,0.0
2025-04-03,0.0,0.0,-2365.961276,0.0,0.0
2025-04-04,0.0,0.0,-25515.678949999998,0.0,0.0
2025-04-05,0.0,0.0,35907.33771,0.0,0.0
2025-04-06,0.0,0.0,47053.449272,0.0,0.0
2025-04-07,34527.370305,0.0,0.0,0.0,0.0
2025-04-08,34899.394798,0.0,0.0,0.0,0.0
2025-04-09,43120.444797,0.0,0.0,0.0,0.0
2025-04-10,0.0,0.0,158261.822261,0.0,0.0
2025-04-11,0.0,0.0,126406.479081,0.0,0.0
2025-04-12,0.0,0.0,410419.694533,0.0,0.0
2025-04-13,0.0,0.0,0.0,0.0,48696.021521
2025-04-14,0.0,0.0,45680.443063,0.0,0.0
2025-04-15,0.0,0.0,72357.706282,0.0,0.0
2025-04-16,0.0,0.0,58631.730257,0.0,0.0
2025-04-17,0.0,0.0,5427.919886,0.0,0.0
2025-04-18,0.0,0.0,4880.4047439999995,0.0,0.0
2025-04-19,0.0,0.0,71950.577495,0.0,0.0
2025-04-20,0.0,0.0,25060.341936,0.0,0.0
2025-04-21,0.0,0.0,34369.267906999994,0.0,0.0
2025-04-22,0.0,0.0,0.0,0.0,58652.763578
2025-04-23,0.0,0.0,0.0,-419020.225731,0.0
2025-04-24,0.0,0.0,0.0,50704.395965,0.0
2025-04-25,0.0,0.0,0.0,20218.859206,0.0
2025-04-26,0.0,0.0,0.0,-4125.753942,0.0
2025-04-27,0.0,0.0,0.0,2702.067468,0.0
